source	target	relation	type	attributes
INST::366817::24::24::3::получение	INST::366817::24::24::4::кредита	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 24, \""sent_id\"": \""24\"", \""i\"": 3}""]}"
INST::366817::24::24::4::кредита	LEM::кредит::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::24::24::4::кредита	INST::366817::24::24::5::банке	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 24, \""sent_id\"": \""24\"", \""head_idx\"": 4, \""dep_idx\"": 5}""]}"
INST::366817::24::24::4::кредита	INST::366817::24::24::5::банке	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 24, \""sent_id\"": \""24\"", \""i\"": 4}""]}"
INST::366817::24::24::5::банке	LEM::банк::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::25::25::1::сведения	LEM::сведение::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::25::25::1::сведения	INST::366817::25::25::1::сведения	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 25, \""sent_id\"": \""25\"", \""head_idx\"": 1, \""dep_idx\"": 1}""]}"
INST::366817::25::25::1::сведения	INST::366817::25::25::2::состоянии	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 25, \""sent_id\"": \""25\"", \""head_idx\"": 1, \""dep_idx\"": 2}""]}"
INST::366817::25::25::1::сведения	INST::366817::25::25::2::состоянии	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 25, \""sent_id\"": \""25\"", \""i\"": 1}""]}"
INST::366817::25::25::2::состоянии	LEM::состояние::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::25::25::2::состоянии	INST::366817::25::25::3::счетов	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 25, \""sent_id\"": \""25\"", \""head_idx\"": 2, \""dep_idx\"": 3}""]}"
INST::366817::25::25::2::состоянии	INST::366817::25::25::3::счетов	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 25, \""sent_id\"": \""25\"", \""i\"": 2}""]}"
INST::366817::25::25::3::счетов	LEM::счёт::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::25::25::3::счетов	INST::366817::25::25::4::вкладов	appos	dep	"{""type"": ""dep"", ""label"": ""appos"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 25, \""sent_id\"": \""25\"", \""head_idx\"": 3, \""dep_idx\"": 4}""]}"
INST::366817::25::25::3::счетов	INST::366817::25::25::4::вкладов	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 25, \""sent_id\"": \""25\"", \""i\"": 3}""]}"
INST::366817::25::25::3::счетов	INST::366817::25::25::5::банках	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 25, \""sent_id\"": \""25\"", \""head_idx\"": 3, \""dep_idx\"": 5}""]}"
INST::366817::25::25::4::вкладов	LEM::вклад::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::25::25::4::вкладов	INST::366817::25::25::5::банках	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 25, \""sent_id\"": \""25\"", \""i\"": 4}""]}"
INST::366817::25::25::5::банках	LEM::банк::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::25::25::5::банках	INST::366817::25::25::7::членам	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 25, \""sent_id\"": \""25\"", \""head_idx\"": 5, \""dep_idx\"": 7}""]}"
INST::366817::25::25::5::банках	INST::366817::25::25::6::всем	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 25, \""sent_id\"": \""25\"", \""i\"": 5}""]}"
INST::366817::25::25::6::всем	LEM::весь::DET	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::25::25::6::всем	INST::366817::25::25::7::членам	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 25, \""sent_id\"": \""25\"", \""i\"": 6}""]}"
INST::366817::25::25::7::членам	LEM::член::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::25::25::7::членам	INST::366817::25::25::6::всем	det	dep	"{""type"": ""dep"", ""label"": ""det"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 25, \""sent_id\"": \""25\"", \""head_idx\"": 7, \""dep_idx\"": 6}""]}"
INST::366817::25::25::7::членам	INST::366817::25::25::8::семьи	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 25, \""sent_id\"": \""25\"", \""head_idx\"": 7, \""dep_idx\"": 8}""]}"
INST::366817::25::25::7::членам	INST::366817::25::25::8::семьи	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 25, \""sent_id\"": \""25\"", \""i\"": 7}""]}"
INST::366817::25::25::8::семьи	LEM::семья::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::26::26::1::выписки	LEM::выписка::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::26::26::1::выписки	INST::366817::26::26::1::выписки	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""head_idx\"": 1, \""dep_idx\"": 1}""]}"
INST::366817::26::26::1::выписки	INST::366817::26::26::2::счетам	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""head_idx\"": 1, \""dep_idx\"": 2}""]}"
INST::366817::26::26::1::выписки	INST::366817::26::26::2::счетам	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""i\"": 1}""]}"
INST::366817::26::26::1::выписки	INST::366817::26::26::5::число	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""head_idx\"": 1, \""dep_idx\"": 5}""]}"
INST::366817::26::26::2::счетам	LEM::счёт::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::26::26::2::счетам	INST::366817::26::26::3::вкладам	parataxis	dep	"{""type"": ""dep"", ""label"": ""parataxis"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""head_idx\"": 2, \""dep_idx\"": 3}""]}"
INST::366817::26::26::2::счетам	INST::366817::26::26::3::вкладам	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""i\"": 2}""]}"
INST::366817::26::26::3::вкладам	LEM::вклад::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::26::26::3::вкладам	INST::366817::26::26::4::первое	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""i\"": 3}""]}"
INST::366817::26::26::4::первое	LEM::первый::ADJ	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::26::26::4::первое	INST::366817::26::26::5::число	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""i\"": 4}""]}"
INST::366817::26::26::5::число	LEM::число::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::26::26::5::число	INST::366817::26::26::4::первое	amod	dep	"{""type"": ""dep"", ""label"": ""amod"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""head_idx\"": 5, \""dep_idx\"": 4}""]}"
INST::366817::26::26::5::число	INST::366817::26::26::6::месяца	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""head_idx\"": 5, \""dep_idx\"": 6}""]}"
INST::366817::26::26::5::число	INST::366817::26::26::6::месяца	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""i\"": 5}""]}"
INST::366817::26::26::6::месяца	LEM::месяц::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::26::26::6::месяца	INST::366817::26::26::8::подается	acl:relcl	dep	"{""type"": ""dep"", ""label"": ""acl:relcl"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""head_idx\"": 6, \""dep_idx\"": 8}""]}"
INST::366817::26::26::6::месяца	INST::366817::26::26::7::котором	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""i\"": 6}""]}"
INST::366817::26::26::7::котором	LEM::котором::PRON	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::26::26::7::котором	INST::366817::26::26::8::подается	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""i\"": 7}""]}"
INST::366817::26::26::8::подается	LEM::подаваться::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::26::26::8::подается	INST::366817::26::26::7::котором	obl	dep	"{""type"": ""dep"", ""label"": ""obl"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""head_idx\"": 8, \""dep_idx\"": 7}""]}"
INST::366817::26::26::8::подается	INST::366817::26::26::9::запрос	nsubj:pass	dep	"{""type"": ""dep"", ""label"": ""nsubj:pass"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""head_idx\"": 8, \""dep_idx\"": 9}""]}"
INST::366817::26::26::8::подается	INST::366817::26::26::9::запрос	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 26, \""sent_id\"": \""26\"", \""i\"": 8}""]}"
INST::366817::26::26::9::запрос	LEM::запрос::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::27::27::1::сведения	LEM::сведение::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::27::27::1::сведения	INST::366817::27::27::1::сведения	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""head_idx\"": 1, \""dep_idx\"": 1}""]}"
INST::366817::27::27::1::сведения	INST::366817::27::27::5::заявителя	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""head_idx\"": 1, \""dep_idx\"": 5}""]}"
INST::366817::27::27::1::сведения	INST::366817::27::27::13::месяцев	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""head_idx\"": 1, \""dep_idx\"": 13}""]}"
INST::366817::27::27::1::сведения	INST::366817::27::27::2::поступивших	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""i\"": 1}""]}"
INST::366817::27::27::2::поступивших	LEM::поступить::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::27::27::2::поступивших	INST::366817::27::27::3::счета	obl	dep	"{""type"": ""dep"", ""label"": ""obl"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""head_idx\"": 2, \""dep_idx\"": 3}""]}"
INST::366817::27::27::2::поступивших	INST::366817::27::27::3::счета	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""i\"": 2}""]}"
INST::366817::27::27::3::счета	LEM::счёт::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::27::27::3::счета	INST::366817::27::27::4::вклады	parataxis	dep	"{""type"": ""dep"", ""label"": ""parataxis"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""head_idx\"": 3, \""dep_idx\"": 4}""]}"
INST::366817::27::27::3::счета	INST::366817::27::27::4::вклады	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""i\"": 3}""]}"
INST::366817::27::27::4::вклады	LEM::вклад::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::27::27::4::вклады	INST::366817::27::27::5::заявителя	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""i\"": 4}""]}"
INST::366817::27::27::5::заявителя	LEM::заявитель::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::27::27::5::заявителя	INST::366817::27::27::2::поступивших	acl	dep	"{""type"": ""dep"", ""label"": ""acl"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""head_idx\"": 5, \""dep_idx\"": 2}""]}"
INST::366817::27::27::5::заявителя	INST::366817::27::27::6::членов	conj	dep	"{""type"": ""dep"", ""label"": ""conj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""head_idx\"": 5, \""dep_idx\"": 6}""]}"
INST::366817::27::27::5::заявителя	INST::366817::27::27::6::членов	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""i\"": 5}""]}"
INST::366817::27::27::6::членов	LEM::член::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::27::27::6::членов	INST::366817::27::27::8::семьи	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""head_idx\"": 6, \""dep_idx\"": 8}""]}"
INST::366817::27::27::6::членов	INST::366817::27::27::7::его	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""i\"": 6}""]}"
INST::366817::27::27::7::его	LEM::он::DET	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::27::27::7::его	INST::366817::27::27::8::семьи	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""i\"": 7}""]}"
INST::366817::27::27::8::семьи	LEM::семья::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::27::27::8::семьи	INST::366817::27::27::7::его	det	dep	"{""type"": ""dep"", ""label"": ""det"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""head_idx\"": 8, \""dep_idx\"": 7}""]}"
INST::366817::27::27::8::семьи	INST::366817::27::27::9::денег	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""head_idx\"": 8, \""dep_idx\"": 9}""]}"
INST::366817::27::27::8::семьи	INST::366817::27::27::9::денег	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""i\"": 8}""]}"
INST::366817::27::27::9::денег	LEM::деньга::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::27::27::9::денег	INST::366817::27::27::10::последние	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""i\"": 9}""]}"
INST::366817::27::27::10::последние	LEM::последний::ADJ	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::27::27::10::последние	INST::366817::27::27::11::12	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""i\"": 10}""]}"
INST::366817::27::27::11::12	LEM::12::NUM	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::27::27::11::12	INST::366817::27::27::10::последние	amod	dep	"{""type"": ""dep"", ""label"": ""amod"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""head_idx\"": 11, \""dep_idx\"": 10}""]}"
INST::366817::27::27::11::12	INST::366817::27::27::12::календарных	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""i\"": 11}""]}"
INST::366817::27::27::12::календарных	LEM::календарный::ADJ	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::366817::27::27::12::календарных	INST::366817::27::27::13::месяцев	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""i\"": 12}""]}"
